UniProt_A	GeneSymbol_A	UniProt_B	GeneSymbol_B	Databases	PubMed_IDs	Undirected	Direction_A-B	Direction_B-A	Stimulatory_A-B	Inhibitory_A-B	Stimulatory_B-A	Inhibitory_B-A	Category
P08752	Gnai2	Q8VDU0	Gpsm2	SignaLink3;HPRD;BioGRID;DIP;InnateDB	12748287;8973305;7589456	HPRD;BioGRID;DIP;InnateDB		SignaLink3					PPI
P08752	Gnai2	O88444	Adcy1	HPRD;Signor	8327893;17419683;2121366	HPRD	Signor			Signor			PPI
P08752	Gnai2	P50153	Gng4	SignaLink3	10508237;12495636		SignaLink3;ACSN	ACSN					PPI
P08752	Gnai2	Q8VEB1	Grk5	SignaLink3	15337520;17084806;18538863;16183910;10644702;10508237			SignaLink3					PPI
P08752	Gnai2	P62881	Gnb5	SignaLink3	10508237;12495636		SignaLink3	ACSN					PPI
P08752	Gnai2	O70293	Grk6	SignaLink3	15337520;17084806;18538863;16183910;10644702;10508237			SignaLink3					PPI
P08752	Gnai2	Q99MK8	Grk2	SignaLink3	15337520;17084806;18538863;16183910;10644702;10508237			SignaLink3					PPI
P08752	Gnai2	O70291	Grk4	SignaLink3	15337520;17084806;18538863;16183910;10644702;10508237			SignaLink3					PPI
P08752	Gnai2	Q810W6	Cxcr1	HPRD;BioGRID;MPPI	8903513;8662698	HPRD;BioGRID;MPPI							PPI
P08752	Gnai2	Q91Z38	Ttc1	HPRD;InnateDB;SignaLink3	12748287	HPRD;InnateDB	SignaLink3	SignaLink3					PPI
P08752	Gnai2	P32300	Oprd1	HPRD	1671672	HPRD							PPI
P08752	Gnai2	Q9CX84	Rgs19	HPRD;IntAct	8524874;8986788	HPRD;IntAct		ACSN					PPI
P08752	Gnai2	Q60612	Adora1	HPRD	11369591	HPRD							PPI
P08752	Gnai2	Q61614	Ednra	HPRD	7882989	HPRD	ACSN						PPI
P08752	Gnai2	P62874	Gnb1	BioGRID;IntAct	16371464;22939629;16782902	BioGRID;IntAct	ACSN	ACSN					PPI
P08752	Gnai2	P30993	C5ar1	HPRD;BioGRID;IntAct	7962171;25241761	HPRD;BioGRID;IntAct							PPI
P08752	Gnai2	Q9EQ31	Lpar3	HPRD	10727522	HPRD							PPI
P08752	Gnai2	P33766	Fpr1	HPRD	8663057	HPRD							PPI
P08752	Gnai2	O88855	Ltb4r	BioGRID	17139258	BioGRID							PPI
P08752	Gnai2	P29387	Gnb4	BioGRID	16371464;26186194;28514442	BioGRID	ACSN	ACSN					PPI
P08752	Gnai2	O35626	Rasd1	HPRD	10840027;10471929	HPRD							PPI
P08752	Gnai2	Q9CPV9	P2ry12	HPRD	8554519	HPRD							PPI
O35627	Nr1i3	Q9CU62	Smc1a	BioGRID	16623664	BioGRID							PPI
O35627	Nr1i3	Q62227	Nr0b2	HPRD;BioGRID;Signor	15000748;14963109;8650544;9773978	HPRD;BioGRID		Signor				Signor	PPI
O35627	Nr1i3	Q61066	Nr0b1	BioGRID	22896671	BioGRID							PPI
Q8C6B9	Rps19bp1	Q9CZX8	Rps19	HPRD	16289379	HPRD							PPI
P46938	Yap1	O35625	Axin1	IntAct	24976009	IntAct							PPI
P46938	Yap1	Q60953	Pml	SPIKE	19788416;19111660			SPIKE			SPIKE		PPI
P46938	Yap1	Q91VJ4	Stk38	PhosphoSite_noref				PhosphoSite_dir;PhosphoSite_noref					PPI
P46938	Yap1	P70340	Smad1	BioGRID;Signor;IntAct	23431053;19914168;21685363	BioGRID;IntAct	Signor		Signor				PPI
P46938	Yap1	Q8CG79	Tp53bp2	HPRD;BioGRID	11278422;24255178;24366813;25436413;10358088;25796446	HPRD;BioGRID							PPI
P46938	Yap1	Q8BYR2	Lats1	SignaLink3;PhosphoSite;PhosphoSite_noref;MIMP;BioGRID;SPIKE;Signor;IntAct	18158288;20048001;22658639;23027127;19141641;18565851;21909427;23752589;18413746;21383157;21041411;20841485;17889669;18640976;22863277;22641346;24255178;24107629;24366813;25283809;27847303;25796446	BioGRID;IntAct		PhosphoSite_dir;SignaLink3;PhosphoSite;PhosphoSite_noref;MIMP;SPIKE;Signor			SPIKE	SignaLink3;Signor	PPI
P46938	Yap1	O35253	Smad7	SignaLink3;HPRD;BioGRID;DIP;IntAct	12118366;22921829;25283809	HPRD;BioGRID;DIP;IntAct	SignaLink3		SignaLink3				PPI
P46938	Yap1	P26231	Ctnna1	SignaLink3;Signor	23431053			SignaLink3;Signor				SignaLink3;Signor	PPI
P46938	Yap1	Q9CQV8	Ywhab	BioGRID;IntAct	21145499;24255178;24366813;25796446;17974916;20048001;19439659	BioGRID;IntAct							PPI
P46938	Yap1	Q5EG47	Prkaa1	PhosphoSite_noref;PhosphoSite;IntAct	25180175;25751140	IntAct		PhosphoSite_dir;PhosphoSite;PhosphoSite_noref					PPI
P46938	Yap1	Q9Z0U1	Tjp2	SignaLink3;LMPID;Signor	23829894;20868367	LMPID		SignaLink3;Signor				SignaLink3;Signor	PPI
P46938	Yap1	Q5SRY7	Fbxw11	BioGRID;IntAct	21900206;22017875	BioGRID;IntAct		KEGG				KEGG	PPI
P46938	Yap1	P48301	Tead2	HPRD;BioGRID;DIP;Signor;IntAct	23431053;11358867;26578655;25973055;28514442;20368466;25751139	HPRD;BioGRID;DIP;IntAct	Signor		Signor				PPI
P46938	Yap1	Q62296	Tead4	HPRD;BioGRID;DIP;Signor;IntAct	23431053;26186194;28514442;25796446;25751140;26592798;25751139;24525233;11358867	HPRD;BioGRID;DIP;IntAct	Signor		Signor				PPI
P46938	Yap1	P30051	Tead1	HPRD;BioGRID;Signor;IntAct	23431053;22863277;24255178;25796446;24581491;26258633;24882516;25751140;11358867	HPRD;BioGRID;IntAct	Signor		Signor				PPI
P46938	Yap1	Q8VHG2	Amot	BioGRID;Signor;LMPID	21205866;21808241;19615732;22385262;23564455;24255178;24101513;24225952;24106267;24366813	BioGRID;LMPID		Signor				Signor	PPI
P46938	Yap1	Q9JLY0	Socs6	IntAct	25180228	IntAct							PPI
P46938	Yap1	P70210	Tead3	HPRD;BioGRID;Signor	23431053;24255178;24366813;25796446;11358867	HPRD;BioGRID	Signor		Signor				PPI
P46938	Yap1	Q61301	Ctnna2	Signor	23431053			Signor				Signor	PPI
P46938	Yap1	P97764	Wbp1	HPRD;BioGRID;IntAct	11604498;7644498;25283809;9202023	HPRD;BioGRID;IntAct							PPI
P46938	Yap1	Q64253	Ly6e	BioGRID	19106090	BioGRID							PPI
P46938	Yap1	Q8R182	Prrg2	IntAct	25283809;17502622	IntAct							PPI
P51612	Xpc	O08760	Ogg1	IntAct	16957781	IntAct							PPI
P51612	Xpc	Q9DBA9	Gtf2h1	HPRD;DIP;IntAct	26278177;10734143;11259578	HPRD;DIP;IntAct							PPI
P51612	Xpc	P54726	Rad23a	HPRD;BioGRID	9164480;9372924;24258024	HPRD;BioGRID	ACSN						PPI
Q80T11	Ush1g	Q9ES64	Ush1c	LMPID;DIP;HPRD;BioGRID;SPIKE;ELM;IntAct	12588794;16713569;17936325;20142502;28514442;27173435	LMPID;DIP;HPRD;BioGRID;SPIKE;ELM;IntAct							PPI
P09631	Hoxa9	Q9Z1Y4	Trip6	SignaLink3;HPRD;BioGRID;InnateDB;IntAct	16189514;19060904	HPRD;BioGRID;InnateDB;IntAct	SignaLink3						PPI
P97367	Meis2	P41778	Pbx1	BioGRID	20211142;11279116;26186194;28514442	BioGRID							PPI
P20826	Kitlg	P21844	Cma1	HPRD	10224464	HPRD							PPI
P20826	Kitlg	O88200	Clec11a	HPRD	11920266	HPRD							PPI
Q64267	Xpa	Q9QZD4	Ercc4	SPIKE	17948053		SPIKE	ACSN	SPIKE				PPI
Q64267	Xpa	Q922Y0	Dyrk3	PhosphoNetworks				PhosphoNetworks					PPI
Q64267	Xpa	Q9DBA9	Gtf2h1	HPRD	9698541	HPRD	ACSN						PPI
Q64267	Xpa	Q9D902	Gtf2e2	HPRD	7876263	HPRD							PPI
P22724	Wnt4	Q8C4U3	Sfrp1	SignaLink3;CancerCellMap;HPRD;SPIKE;Signor	11287180	HPRD;CancerCellMap		SignaLink3;SPIKE;Signor			SignaLink3	SPIKE;Signor	PPI
P22724	Wnt4	Q61086	Fzd3	SignaLink3	14671310		SignaLink3;KEGG	ACSN	SignaLink3;KEGG				PPI
P22724	Wnt4	Q61089	Fzd6	HPRD	15265686	HPRD		ACSN					PPI
Q9QZR5	Hipk2	O35625	Axin1	BioGRID	21057547;23826318	BioGRID		ACSN					PPI
Q9QZR5	Hipk2	P63280	Ube2i	HPRD;BioGRID;IntAct;PhosphoPoint	14609633;10535925;20936779;15896780;15958389;19549727	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q9QZR5	Hipk2	Q60953	Pml	phosphoELM;PhosphoSite;PhosphoSite_noref;MIMP;BioGRID;SPIKE;Signor	19015637;21145359;20188669;21192925	BioGRID	PhosphoSite_dir;phosphoELM;PhosphoSite;PhosphoSite_noref;MIMP;SPIKE;Signor		SPIKE;Signor				PPI
Q9QZR5	Hipk2	P28033	Cebpb	PhosphoSite	16714289;16009338;18647749;19723873;23782693;18052938;17540774;12213825;21980398		PhosphoSite_dir;PhosphoSite	ACSN					PPI
Q9QZR5	Hipk2	Q01705	Notch1	PhosphoSite	27335110;27806347;25344755		PhosphoSite_dir;PhosphoSite						PPI
Q9QZR5	Hipk2	P70340	Smad1	HPRD;BioGRID;SignaLink3;PhosphoPoint	12874272	HPRD;BioGRID	SignaLink3;PhosphoPoint		SignaLink3				PPI
Q9QZR5	Hipk2	O08738	Casp6	SPIKE	16601678;19788416			SPIKE			SPIKE		PPI
Q9QZR5	Hipk2	P17095	Hmga1	MIMP;PhosphoSite_noref;HPRD;PhosphoSite;Signor;PhosphoPoint	17960875;19317492;16752910;20202861;11593421	HPRD	PhosphoSite_dir;MIMP;PhosphoSite_noref;PhosphoSite;Signor;PhosphoPoint			Signor			PPI
Q9QZR5	Hipk2	P23804	Mdm2	HPRD;BioGRID;IntAct;PhosphoPoint	16212962;17349959;23826318	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q9QZR5	Hipk2	P69566	Ranbp9	HPRD;BioGRID;PhosphoPoint	12220523	HPRD;BioGRID	PhosphoPoint						PPI
Q9QZR5	Hipk2	Q62440	Tle1	IntAct;PhosphoPoint	15896780	IntAct	ACSN;PhosphoPoint						PPI
Q9QZR5	Hipk2	Q60722	Tcf4	BioGRID	21285352	BioGRID		ACSN					PPI
Q9QZR5	Hipk2	O55187	Cbx4	BioGRID;PhosphoSite;phosphoELM;MIMP	17018294;21145359	BioGRID	PhosphoSite_dir;phosphoELM;PhosphoSite;MIMP						PPI
Q9QZR5	Hipk2	P56546	Ctbp2	PhosphoSite_noref			PhosphoSite_dir;PhosphoSite_noref	ACSN					PPI
Q9QZR5	Hipk2	Q60980	Klf3	PhosphoSite;PhosphoSite_noref	25659434		PhosphoSite_dir;PhosphoSite;PhosphoSite_noref						PPI
Q9QZR5	Hipk2	Q9Z1N5	Ddx39b	HPRD;IntAct;PhosphoPoint	14667819	HPRD;IntAct	PhosphoPoint						PPI
Q9QZR5	Hipk2	Q8VDW0	Ddx39a	HPRD;PhosphoPoint	14667819	HPRD	PhosphoPoint						PPI
Q9QZR5	Hipk2	Q9D8B3	Chmp4b	HPRD;IntAct;PhosphoPoint	16730941	HPRD;IntAct	PhosphoPoint						PPI
P61079	Ube2d3	P23804	Mdm2	BioGRID	19656744;20484049;15546622;21572037;11486026;20453884;19683495;22032989;21060154;21965653;24167073;24842904;15280377;24980433	BioGRID	ACSN						PPI
P61079	Ube2d3	Q60665	Skil	CancerCellMap	11691834		CancerCellMap						PPI
P61079	Ube2d3	Q7TPH6	Mycbp2	InnateDB	18308511	InnateDB	ACSN						PPI
P61079	Ube2d3	E9Q735	Ube4a	BioGRID;IntAct	19690564;15611659	BioGRID;IntAct							PPI
P61079	Ube2d3	P48026	Sat1	HPRD	11485561	HPRD							PPI
P61079	Ube2d3	O08759	Ube3a	HPRD;BioGRID	9990509;11486026;24743594	HPRD;BioGRID	ACSN						PPI
P61079	Ube2d3	Q9DBY1	Syvn1	BioGRID	20237263;12646171	BioGRID							PPI
P61079	Ube2d3	Q9ES00	Ube4b	BioGRID;DIP	20017557;20696396;15466860;23550736;23509263;11435423	BioGRID;DIP							PPI
P61079	Ube2d3	Q80U95	Ube3c	BioGRID	25723849;26389696	BioGRID	ACSN						PPI
Q61768	Kif5b	Q811T9	Disc1	Signor	17202468			Signor			Signor		PPI
Q6PDQ2	Chd4	Q60972	Rbbp4	BioGRID	9790534;9885572;21670149;22939629;26344197	BioGRID	ACSN						PPI
Q6PDQ2	Chd4	Q924K8	Mta3	BioGRID	22075476;21258344;26344197	BioGRID		ACSN					PPI
Q6PDQ2	Chd4	Q8CHY6	Gatad2a	BioGRID	21555454;22939629;28514442	BioGRID		ACSN					PPI
Q6PDQ2	Chd4	Q60973	Rbbp7	BioGRID	9790534;22939629;26186194;25247294;28514442	BioGRID	ACSN						PPI
Q6PDQ2	Chd4	P84228	Hist1h3b	BioGRID	21278251;24576085	BioGRID							PPI
Q9JJG0	Tacc2	P28704	Rxrb	HPRD	15207008	HPRD							PPI
Q9ES64	Ush1c	Q8R370	Ushbp1	HPRD;BioGRID;IntAct	11311560	HPRD;BioGRID;IntAct							PPI
Q9ES64	Ush1c	Q8K3X6	Anks4b	HPRD	15461667	HPRD							PPI
O35718	Socs3	P42228	Stat4	SignaLink3	14559241		SignaLink3		SignaLink3				PPI
O35718	Socs3	Q62137	Jak3	SignaLink3;HPRD;InnateDB;Signor;PhosphoPoint	15385932;21508344;10373548	HPRD;InnateDB	SignaLink3;Signor	SignaLink3;PhosphoPoint		Signor			PPI
O35718	Socs3	Q00560	Il6st	HPRD;BioGRID;Signor	23663276;12403768;10777583;24438103;10946280	HPRD;BioGRID	Signor			Signor			PPI
O35718	Socs3	Q60751	Igf1r	HPRD;BioGRID;PhosphoPoint	11071852	HPRD;BioGRID		PhosphoPoint					PPI
O35718	Socs3	P70372	Elavl1	SignaLink3	23686487			SignaLink3					PPI
O35718	Socs3	P34152	Ptk2	BioGRID;IntAct	18031698;16007195;25416956	BioGRID;IntAct							PPI
O35718	Socs3	P09581	Csf1r	HPRD;PhosphoPoint	12133942	HPRD		PhosphoPoint					PPI
O35718	Socs3	Q60837	Il12rb1	SignaLink3	18708154		SignaLink3		SignaLink3				PPI
O35718	Socs3	Q9D5V5	Cul5	BioGRID;SignaLink3;InnateDB	15601820;19385048;17135358;18590740;24438103	BioGRID;InnateDB	SignaLink3						PPI
O35718	Socs3	O35717	Socs2	HPRD;InnateDB;SignaLink3	16199887	HPRD;InnateDB	SignaLink3	SignaLink3					PPI
O35718	Socs3	P16297	Il2rb	HPRD;InnateDB;SignaLink3	10373548	HPRD;InnateDB	SignaLink3						PPI
O35718	Socs3	Q9QVP9	Ptk2b	BioGRID	9344848;18507841	BioGRID							PPI
O35718	Socs3	Q00993	Axl	InnateDB;SignaLink3	12470648	InnateDB		SignaLink3					PPI
O35718	Socs3	P48453	Ppp3cb	HPRD	11970967	HPRD							PPI
O35718	Socs3	Q9WTZ1	Rnf7	BioGRID;SignaLink3;InnateDB	15601820;24438103	BioGRID;InnateDB	SignaLink3						PPI
O35718	Socs3	P83940	Eloc	HPRD;BioGRID;SignaLink3;InnateDB	15601820;19385048;17135358;22084247;12783885;10051596	HPRD;BioGRID;InnateDB	SignaLink3						PPI
O35718	Socs3	Q08639	Tfdp1	BioGRID;SignaLink3;InnateDB	18687693	BioGRID;InnateDB	SignaLink3						PPI
O35718	Socs3	Q8C052	Map1s	BioGRID;IntAct	19027008	BioGRID;IntAct							PPI
O35718	Socs3	P50544	Acadvl	BioGRID	22093833	BioGRID							PPI
O35718	Socs3	P28776	Ido1	BioGRID	19088199	BioGRID							PPI
Q91X44	Gckr	P52792	Gck	LMPID;HPRD;BioGRID;SPIKE;IntAct	11473043;17145710;11522786;10601273;26620281;8626423;9000692	LMPID;HPRD;BioGRID;SPIKE;IntAct							PPI
Q91X44	Gckr	P39429	Traf2	InnateDB;SignaLink3	12591926	InnateDB		SignaLink3					PPI
P11835	Itgb2	P28867	Prkcd	phosphoELM;MIMP;HPRD;PhosphoSite;Signor;PhosphoPoint	11700305;18550856;16301335;23823319;17107954;25278023;12682249	HPRD;Signor		PhosphoSite_dir;phosphoELM;MIMP;PhosphoSite;Signor;PhosphoPoint			Signor		PPI
P11835	Itgb2	P34152	Ptk2	HPRD;PhosphoPoint	8649427	HPRD		PhosphoPoint					PPI
P11835	Itgb2	P13597	Icam1	HPRD;BioGRID;InnateDB	10352278;11279101;7642561;20187292;12208882	HPRD;BioGRID;InnateDB							PPI
P11835	Itgb2	O55222	Ilk	HPRD;PhosphoPoint	9736715	HPRD		PhosphoPoint					PPI
P11835	Itgb2	Q9QVP9	Ptk2b	HPRD;PhosphoPoint	10961871	HPRD		PhosphoPoint					PPI
P11835	Itgb2	Q9CQV8	Ywhab	BioGRID	18239087;11700305	BioGRID							PPI
P11835	Itgb2	P48025	Syk	HPRD;IntAct;PhosphoPoint	12885943	HPRD;IntAct		PhosphoPoint					PPI
P11835	Itgb2	Q61096	Prtn3	HPRD	12960243	HPRD							PPI
P11835	Itgb2	P23298	Prkch	PhosphoNetworks;phosphoELM;MIMP;HPRD;Signor;PhosphoPoint	11700305	HPRD;Signor		PhosphoNetworks;phosphoELM;PhosphoPoint;MIMP					PPI
P11835	Itgb2	Q9QXH4	Itgax	HPRD;InnateDB;DIP;IntAct	20679211;20033057;11937543;7621072	HPRD;InnateDB;DIP;IntAct	ACSN						PPI
P11835	Itgb2	Q9QX11	Cyth1	HPRD;BioGRID;InnateDB;IntAct	9765275;10835351;8706128;17321526	HPRD;BioGRID;InnateDB;IntAct							PPI
P11835	Itgb2	P35330	Icam2	HPRD	9786897	HPRD							PPI
P11835	Itgb2	O08677	Kng1	HPRD	10845911	HPRD							PPI
P11835	Itgb2	Q9ERM2	Icam4	HPRD;InnateDB	16985175;10846180	HPRD;InnateDB							PPI
P11835	Itgb2	Q9QYY7	Esm1	HPRD	11544294	HPRD							PPI
P18893	Il10	O89090	Sp1	SPIKE	18843277			SPIKE			SPIKE		PPI
P18893	Il10	O35664	Ifnar2	InnateDB;SignaLink3	9312047	InnateDB	SignaLink3						PPI
P18893	Il10	Q6GQT1	A2m	HPRD;BioGRID;IntAct	10714547;25241761	HPRD;BioGRID;IntAct							PPI
P41245	Mmp9	P11276	Fn1	HPRD	11134254	HPRD							PPI
P41245	Mmp9	Q05928	Btc	HPRD	10706134	HPRD							PPI
P41245	Mmp9	P12850	Cxcl1	InnateDB;SignaLink3	18660381	InnateDB	SignaLink3						PPI
P41245	Mmp9	P31955	Areg	HPRD	10389762	HPRD							PPI
P41245	Mmp9	P15379	Cd44	HPRD	10652271;17912438	HPRD							PPI
P41245	Mmp9	P50228	Cxcl5	InnateDB;SignaLink3	18660381	InnateDB	SignaLink3						PPI
P41245	Mmp9	Q6Y4S4	Kiss1	HPRD;HPRD-phos	12879005	HPRD	HPRD-phos						PPI
P41245	Mmp9	Q9QZS0	Col4a3	HPRD	9878537	HPRD	ACSN						PPI
P41245	Mmp9	P02463	Col4a1	HPRD	9878537	HPRD	ACSN						PPI
P41245	Mmp9	P08122	Col4a2	HPRD	9878537	HPRD	ACSN						PPI
P41245	Mmp9	P11672	Lcn2	HPRD;InnateDB;IntAct	17721627;17907186;18077379;1281792;10339412	HPRD;InnateDB;IntAct							PPI
P41245	Mmp9	Q9QZR9	Col4a4	HPRD	9878537	HPRD	ACSN						PPI
P41245	Mmp9	Q9Z0J1	Reck	HPRD	9789069	HPRD							PPI
P41245	Mmp9	P07146	Prss2	HPRD	9578462;9261109	HPRD							PPI
Q9WTU6	Mapk9	Q9Z277	Baz1b	Signor;MIMP	19776015		Signor;MIMP		Signor				PPI
Q9WTU6	Mapk9	O70456	Sfn	Signor	15071501		Signor;ACSN			Signor			PPI
Q9WTU6	Mapk9	P11416	Rara	InnateDB;SignaLink3	10383391	InnateDB	SignaLink3						PPI
Q9WTU6	Mapk9	P49138	Mapkapk2	MIMP			MIMP	ACSN					PPI
Q9WTU6	Mapk9	P70677	Casp3	InnateDB;SignaLink3	12821118	InnateDB		SignaLink3					PPI
Q9WTU6	Mapk9	P35546	Ret	MIMP;PhosphoSite_noref;PhosphoPoint			PhosphoPoint	PhosphoSite_dir;MIMP;PhosphoSite_noref;PhosphoPoint					PPI
Q9WTU6	Mapk9	P28033	Cebpb	MIMP			MIMP						PPI
Q9WTU6	Mapk9	Q8BFV3	Dusp4	DEPOD;HPRD;Signor;IntAct;PhosphoPoint	8626452;25241761	HPRD;IntAct	PhosphoPoint	Signor;DEPOD				Signor	PPI
Q9WTU6	Mapk9	Q03963	Eif2ak2	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q8BWG8	Arrb1	BioGRID;SignaLink3;IntAct;InnateDB	25416956;21988832	BioGRID;InnateDB;IntAct		SignaLink3					PPI
Q9WTU6	Mapk9	Q8CJ53	Trip10	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	P39429	Traf2	HPRD;IntAct;PhosphoPoint	25241761;10490605	HPRD;IntAct	PhosphoPoint						PPI
Q9WTU6	Mapk9	Q9Z2F6	Bcl3	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q8K120	Nfatc4	SignaLink3;PhosphoSite_noref;MIMP;BioGRID;PhosphoSite;InnateDB	17875713	BioGRID;InnateDB	PhosphoSite_dir;SignaLink3;PhosphoSite_noref;PhosphoSite;MIMP;ACSN	SignaLink3					PPI
Q9WTU6	Mapk9	P18911	Rarg	InnateDB;SignaLink3	10383391	InnateDB	SignaLink3						PPI
Q9WTU6	Mapk9	Q8QZY9	Sf3b4	HPRD;BioGRID;IntAct;PhosphoPoint	16189514;25416956	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q9WTU6	Mapk9	Q9EST3	Eif4enif1	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q9D7X3	Dusp3	DEPOD	11971192			DEPOD					PPI
Q9WTU6	Mapk9	P41969	Elk1	PhosphoNetworks;InnateDB;BioGRID;Signor;PhosphoPoint;SignaLink3;HPRD;MIMP;ELM	8654373;8846788;26370088;26538579;17875713;8548291;9130707	HPRD;BioGRID;InnateDB;ELM	PhosphoNetworks;SignaLink3;MIMP;Signor;ACSN;PhosphoPoint		Signor				PPI
Q9WTU6	Mapk9	Q9ESN9	Mapk8ip3	SignaLink3;HPRD;BioGRID;Signor;PhosphoPoint	11024282;15767678;10523642;12189133;10629060	HPRD;BioGRID	Signor;PhosphoPoint	SignaLink3;Signor	Signor		SignaLink3;Signor		PPI
Q9WTU6	Mapk9	Q8BKH7	Mapkap1	InnateDB;SignaLink3	15722200	InnateDB	SignaLink3						PPI
Q9WTU6	Mapk9	P47713	Pla2g4a	MIMP			MIMP						PPI
Q9WTU6	Mapk9	Q99MK8	Grk2	MIMP			MIMP						PPI
Q9WTU6	Mapk9	Q9DBC7	Prkar1a	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q66L42	Map3k10	InnateDB;SignaLink3	11278395	InnateDB	SignaLink3						PPI
Q9WTU6	Mapk9	Q9ESS0	Dusp10	SignaLink3;DEPOD;BioGRID;InnateDB;IntAct	11359773;10597297;27880917;16288922	BioGRID;InnateDB;IntAct	SignaLink3	SignaLink3;ACSN;DEPOD					PPI
Q9WTU6	Mapk9	P27577	Ets1	PhosphoNetworks;MIMP			PhosphoNetworks;MIMP						PPI
Q9WTU6	Mapk9	Q6PZD9	Cebpe	MIMP			MIMP						PPI
Q9WTU6	Mapk9	Q8R4U0	Stab2	InnateDB;SignaLink3	18387958	InnateDB	SignaLink3						PPI
Q9WTU6	Mapk9	Q80U63	Mfn2	PhosphoSite;Signor;MIMP	22748923		PhosphoSite_dir;PhosphoSite;MIMP;Signor			Signor			PPI
Q9WTU6	Mapk9	P84244	H3f3a	HPRD-phos;MIMP;HPRD;Signor;PhosphoPoint	15994958;20068231;11278789	HPRD	HPRD-phos;MIMP;PhosphoPoint;Signor		Signor				PPI
Q9WTU6	Mapk9	Q07279	Nfe2	InnateDB;SignaLink3	19966288	InnateDB		SignaLink3					PPI
Q9WTU6	Mapk9	Q60591	Nfatc2	BioGRID;Signor	14517246;15184502;15958558	BioGRID	Signor;ACSN			Signor			PPI
Q9WTU6	Mapk9	Q8VDM6	Hnrnpul1	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q9ERE9	Mapk8ip2	HPRD;BioGRID;SignaLink3;Signor	10490659;1576768	HPRD;BioGRID		SignaLink3;Signor			SignaLink3;Signor		PPI
Q9WTU6	Mapk9	P97875	Jdp2	HPRD;HPRD-phos;MIMP;PhosphoPoint	12225289;11602244	HPRD	HPRD-phos;MIMP;PhosphoPoint						PPI
Q9WTU6	Mapk9	O08796	Eef2k	HPRD;MIMP;PhosphoPoint	12171600	HPRD	MIMP;PhosphoPoint	PhosphoPoint					PPI
Q9WTU6	Mapk9	Q06335	Aplp2	MIMP			MIMP						PPI
Q9WTU6	Mapk9	O35126	Atn1	Signor	12812981		Signor			Signor			PPI
Q9WTU6	Mapk9	B2RS91	Rrn3	PhosphoSite;phosphoELM;Signor;MIMP	15805466		PhosphoSite_dir;phosphoELM;MIMP;PhosphoSite;Signor			Signor			PPI
Q9WTU6	Mapk9	O55201	Supt5h	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q04888	Sox10	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q60857	Slc6a4	MIMP			MIMP						PPI
Q9WTU6	Mapk9	Q8CFN5	Mef2c	MIMP			MIMP						PPI
Q9WTU6	Mapk9	O88809	Dcx	MIMP;PhosphoSite_noref			PhosphoSite_dir;MIMP;PhosphoSite_noref						PPI
Q9WTU6	Mapk9	Q61471	Tob1	MIMP;PhosphoSite_noref;BioGRID;PhosphoSite;Signor	12151396;12050114;26165839	BioGRID	PhosphoSite_dir;PhosphoSite_noref;PhosphoSite;MIMP;Signor			Signor			PPI
Q9WTU6	Mapk9	P52946	Pdx1	PhosphoSite;MIMP	12810726		PhosphoSite_dir;PhosphoSite;MIMP						PPI
Q9WTU6	Mapk9	Q9JLY7	Dusp14	DEPOD	11123293			DEPOD					PPI
Q9WTU6	Mapk9	P70121	Zhx1	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q6NS57	Mapkbp1	HPRD;PhosphoPoint	10471813	HPRD	PhosphoPoint						PPI
Q9WTU6	Mapk9	Q62376	Snrnp70	PhosphoNetworks			PhosphoNetworks						PPI
Q9WTU6	Mapk9	Q9EPK7	Xpo7	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q9WTU6	Mapk9	Q0VBV7	Cep126	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q9WTU6	Mapk9	Q6P1B1	Xpnpep1	HPRD;IntAct;PhosphoPoint	16169070	HPRD;IntAct	PhosphoPoint						PPI
Q9WTU6	Mapk9	Q5HZK1	Cep44	HPRD;BioGRID;IntAct;PhosphoPoint	16189514;25416956	HPRD;BioGRID;IntAct	PhosphoPoint						PPI
Q9WTU6	Mapk9	P84228	Hist1h3b	MIMP			MIMP						PPI
P50652	Fancc	P08113	Hsp90b1	HPRD;BioGRID;IntAct;MPPI	14499622;9596688	HPRD;BioGRID;IntAct;MPPI							PPI
P50652	Fancc	Q03963	Eif2ak2	BioGRID;SPIKE	18266962;12397061;15299030	BioGRID	SPIKE			SPIKE			PPI
